FW_Sapir,300E,172.16.0.1,,Sapir
PDU_Sapir,,172.17.0.127,,Sapir
UPS_Sapir,,172.17.0.122,,Sapir
ISP_1_remote_Cellcom,,82.166.23.206,,Sapir
ISP_1_local_Cellcom,,82.166.23.205,,Sapir
ISP_2_remote_Partner,,212.199.193.101,,Sapir
ISP_2_local_Partner,,212.199.193.102,,Sapir
